Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
A;Abt. Grünflächen (Verkehrsplanung und Straßenbau);Kommune;Christian Giers (Abteilungsleiter);0731 161-6700;gruenflaechen@ulm.de;89073;Ulm;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;AKBUGA Garten- und Landschaftsbau;Privat (GaLaBau);;0176 47226965;kontakt@akbuga-galabau.de;89075;Ulm;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterarbeiten, Gartenpflege, Wegebau (Region Ulm/Neu-Ulm)
A;Uwe Knauer Garten- und Landschaftsbau;Privat (GaLaBau);;09565 3699805;info@coburg-garten.de;96253;Untersiemau (Raum Coburg);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterbau, 100 km Radius
A;Roosen Gartenbau–Landschaftsbau GmbH & Co. KG;Privat (GaLaBau);;02162 81135;info@roosen-gartenbau.de;41749;Viersen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau seit 1990, Pflaster, Terrassen, Wegebau; Einzugsgebiet Viersen/Krefeld/MG/Düsseldorf"
A;Grünflächen- und Tiefbauamt;Kommune;;07721 82-0;stadt@villingen-schwenningen.de;78048;Villingen-Schwenningen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Helmut Haas GmbH;Privat (GaLaBau);;07528 958;h.haas@haas-galabau.de;88239;Wangen im Allgäu;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Sportplatzbau, Pflasterarbeiten (Bodenseeregion)
A;Stadtgärtnerei / Bauhof;Kommune;;0961 3901931;gaertnerei@weiden.de;92637;Weiden i.d.OPf.;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Grünflächenamt (Amt 67);Kommune;Gabriele Wolter (Amtsleiterin);0611 / 31-2901;67.gruenflaechenamt@wiesbaden.de;65189;Wiesbaden;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Gramenz GmbH;Privat (GaLaBau);Lyn Gramenz, David Berger, Sven Rosenberg (GF);0611 / 977460;info@gramenz-galabau.de;65205;Wiesbaden;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Schwimmteichbau, Pflasterarbeiten, Wegebau, Großprojekte in der Region Rhein-Main
A;Stadtbauamt, Abteilung Gruenflaechen;Kommune;;06571 17-0;info@stadt.wittlich.de;54516;Wittlich;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Geschaeftsbereich Gruen;Kommune;;05361 / 28-1234;sekretariat.gruen@stadt.wolfsburg.de;38446;Wolfsburg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Galabau Guarrasi;Privat (GaLaBau);;01520 7350616;info@galabau-guarrasi.de;52146;Wuerselen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Wegebau, Baumarbeiten, Gartengestaltung
A;Ressort Grünflächen und Forsten (103);Kommune;;0202 563-5546;gruenflaechen-forsten@stadt.wuppertal.de;42275;Wuppertal;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Gartenamt;Kommune;;0931 37-4911;gartenamt@stadt.wuerzburg.de;97076;Würzburg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Fleischhacker GmbH & Co. KG;Privat (GaLaBau);;0931 27960;info@fleischhacker-galabau.de;97076;Würzburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Garten-, Landschafts- und Sportplatzbau, Pflaster, seit 1959
A;Hortus GaLaBau GmbH;Privat (GaLaBau);;0931 90879160;info@hortus-galabau.com;97076;Würzburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Garten- und Landschaftsbau, Außenanlagen, Pflege
A;Boellert GmbH Garten + Landschaftsbau;Privat (GaLaBau);;0941 64203;info@boellert-galabau.de;93197;Zeitlarn (Raum Regensburg);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Schwimmteiche, Pflasterarbeiten
A;Garten- und Friedhofsamt;Kommune;;–;Tiefbau-GartenundFriedhofsamt@zwickau.de;08056;Zwickau;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Henkler Garten- und Landschaftsbau;Privat (GaLaBau);;0375 296869;info@henkler-landschaftsbau.de;08056;Zwickau;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Gartengestaltung, Pflege, Feng-Shui-Gärten; Familienbetrieb seit 1979"
B;Verband GaLaBau Sachsen-Anhalt e. V.;Behörde;;–;;;;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Botanischer Garten Aachen (RWTH);Behörde;;0241 80-26281;botgarten@rwth-aachen.de;52056;Aachen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Bachhammer GaLaBau (Meisterbetrieb);Privat (GaLaBau);;0162 40 92 074;;84503;Altötting (Neuöttinger Str. 38);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterarbeiten (Lkr. Altötting, Mühldorf, Traunstein, Rosenheim)
B;Kretzschmar GaLaBau;Privat (GaLaBau);;09621 973589;;92224;Amberg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterarbeiten, Landschaftsbau
B;Seehofer Garten-Landschaftsbau GbR;Privat (GaLaBau);;0821 79686556;;86165;Augsburg (Partnachweg 5);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Garten- und Landschaftsbau, Pflasterarbeiten, seit 1979
B;Poehler - Gut Reelsen Garten- und Landschaftsbau;Privat (GaLaBau);;05253 / 6258;info@poehler-galabau.de;33014;Bad Driburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Strassenbau, Winterdienst, Region Paderborn/Hoexter
B;Staatliche Schlösser und Gärten Hessen;Behörde;;06172 / 9262-0;;61348;Bad Homburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Fachbereich Bau und Betrieb -- Grünflächen;Kommune;;06172 / 100-0;;61348;Bad Homburg v.d. Höhe;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Landesgartenschau Bad Nenndorf 2026 GmbH;Behörde;;05723 / 704109;;31542;Bad Nenndorf;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Garten- und Friedhofsamt;Kommune;;0951 87-1350;;96052;Bamberg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Staatliches Bauamt Bamberg;Behörde;;–;;96047;Bamberg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Stadtverwaltung – Grünflächen;Kommune;;–;;02625;Bautzen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Stadtgartenamt;Kommune;;0921 73800;;95444;Bayreuth;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Bayerische Schlösserverwaltung – Eremitage Bayreuth;Behörde;;–;;95448;Bayreuth;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Grün Berlin GmbH;Behörde;;030 700906-700;;12099;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Botanischer Garten und Botanisches Museum Berlin (BGBM);Behörde;;030 838-50100;mail@bo.berlin;14195;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Berliner Forsten;Behörde;;030 64193-700;;14193;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt Berlin;Behörde;;030 9025-0;;10179;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;IGA Berlin 2017 gGmbH / Nachfolgenutzung Gärten der Welt;Behörde;;–;;12685;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Flöter & Uszkureit Garten-, Landschafts- und Sportplatzbau GmbH (Greenovis);Privat (GaLaBau);Michael Schindel;030 765904;info@fundu.de;12307;Berlin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Außenanlagen, Grünflächen, Sportplatzbau, seit 1977
B;Klaus Hildebrandt GmbH (Greenovis);Privat (GaLaBau);;;info@hildebrandt-galabau.de;10587;Berlin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflege, Außenanlagen
B;Dalhoff GmbH Straßen- und Tiefbau;Privat (GaLaBau);Max Dalhoff;030 68408-870;;12057;Berlin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Straßenbau, Tiefbau, GaLaBau, Pflasterarbeiten
B;Greenovis Group (Dachgesellschaft);Privat (GaLaBau);;;geschaeftsleitung@greenovis.de;;Berlin / bundesweit;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Deutschlands größter GaLaBau-Spezialist, Verbund mehrerer regionaler Betriebe
B;Rüdiger Brandenburg GmbH (Greenovis);Privat (GaLaBau);;033205 60590;info@galabau-rb.de;12623;Berlin-Mahlsdorf;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Außenanlagen, Dachbegrünung, Spiel- und Sportplätze, seit 1963
B;Straßen- und Grünflächenamt Marzahn-Hellersdorf;Kommune;;030 90293-6740;;12681;Berlin-Marzahn-Hellersdorf;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Straßen- und Grünflächenamt Neukölln;Kommune;;030 90239-2285;;12043;Berlin-Neukölln;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Straßen- und Grünflächenamt Reinickendorf;Kommune;;030 90294-3437;;13437;Berlin-Reinickendorf;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Straßen- und Grünflächenamt Spandau;Kommune;;030 90279-3023;;13597;Berlin-Spandau;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Friedrich Scharf GmbH Garten-, Landschafts- und Sportplatzbau;Privat (GaLaBau);Oliver Scharf, Susanne Kunze;030 36118-390;info@scharf-galabau.de;13595;Berlin-Spandau;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Sportplatzbau, seit 1936
B;Straßen- und Grünflächenamt Steglitz-Zehlendorf;Kommune;;030 90299-7319;;14163;Berlin-Steglitz-Zehlendorf;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Straßen- und Grünflächenamt Tempelhof-Schöneberg;Kommune;;030 90277-3710;;12103;Berlin-Tempelhof-Schöneberg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;GPS Gartenpflege-Service Berlin;Privat (GaLaBau);;030 803-5912;;14129;Berlin-Zehlendorf;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartenpflege, Baumfällung, Winterdienst, 30+ Jahre
B;Markus Simon Gartenbau;Privat (GaLaBau);;030 803-5912;;14129;Berlin-Zehlendorf;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflege, Pflasterarbeiten
B;Scheidtmann GaLaBau (Scheidtmann Kaiser GmbH);Privat (GaLaBau);;02365 9737;;44866;Bochum-Wattenscheid;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Erdarbeiten, Pflaster, Außenanlagen, 20 Mitarbeiter, Standorte Marl/Bochum
B;Botanische Gaerten der Universitaet Bonn;Behörde;;0228 73-5523;botgart@uni-bonn.de;53115;Bonn;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Ringbeck GmbH, NL Bonn;Privat (GaLaBau);Bertram Berken;;bonn@ringbeck-galabau.de;53111;Bonn;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Gruenpflege
B;Galabau Bonn (Weber);Privat (GaLaBau);;0228 9699220;;53119;Bonn;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Natursteinarbeiten, Wegebau, Terrassen
B;Garten- und Landschaftsbau Lubitz e. K.;Privat (GaLaBau);;03381 6289;kontakt@galabau-lubitz.de;14776;Brandenburg a. d. H.;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflege
B;Niedersaechsische Landesforsten (NLF);Behörde;;0531 / 1298-0;poststelle@nlf.niedersachsen.de;38106;Braunschweig;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Friedrichs Garten- und Landschaftsbau, Tiefbau GmbH;Behörde;;–;;38108;Braunschweig;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Brendel Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;0531 / 611006;;38124;Braunschweig;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Baumpflege, Gruenpflege, 11-50 MA, seit 1990
B;Backhaus Garten- und Landschaftsbau GmbH;Behörde;;–;info@backhaus-gartenbau.de;27574;Bremerhaven;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;SRP Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;038204 768939;;18184;Broderstorf/Rostock;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Terrassen, Pflasterarbeiten
B;Staatliche Schlösser und Gärten Baden-Württemberg;Behörde;;07251 74-2727;info@ssg.bwl.de;76646;Bruchsal;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Ferchland Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;03921 / 944250;info@ferchland-galabau.de;39288;Burg bei Magdeburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, individuelle Gartengestaltung, Familienbetrieb seit 1990
B;Gruen- und Friedhofsbetrieb;Kommune;;05141 / 12-6760;;29220;Celle;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Landschaftsbau Bleyer GmbH;Privat (GaLaBau);;0371 856202;;09117;Chemnitz;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Grünflächenpflege, Kompostierung, Winterdienst
B;Bayerische Schlösserverwaltung – Außenverwaltung Coburg;Behörde;;–;;96450;Coburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Vicari Garten- und Landschaftsbau;Privat (GaLaBau);;01523 2003833;;96450;Coburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Baggerbetrieb, Pflasterarbeiten
B;Stiftung Fürst-Pückler-Park Bad Muskau / Branitzer Park;Behörde;;0355 75150;;03042;Cottbus;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Garten- und Landschaftsbau Crivitz GmbH;Privat (GaLaBau);Matthias Schenzle;03863 333721;info@galabau-crivitz.de;19089;Crivitz;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, ca. 30 Mitarbeiter, seit 1991
B;Kreativ GaLaBau Klünder;Privat (GaLaBau);;03863 5225054;info@kreativ-gala-bau.de;19089;Crivitz OT Wessin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, kreative Gartengestaltung
B;Stadt Cuxhaven, Gruenflaechenamt;Kommune;;04721 66-2337;;27474;Cuxhaven;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Grewe Gruenflaechenservice Bremerhaven GmbH;Behörde;;Soeren Hoops;info@grewe-gruppe.de;27472;Cuxhaven;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Stadtgrün, Umwelt und Stadtbauhof;Kommune;;08131 75-0;;85221;Dachau;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Hellebusch Gartenbau GmbH;Privat (GaLaBau);;05491 / 908175;info@hellebusch-gartenbau.de;49401;Damme;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartenplanung, Region Osnabrueck/Damme, Familienunternehmen seit 1965
B;Bensmann Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;06151 / 2776016;;64295;Darmstadt;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Erdarbeiten, Wegebau, Terrassenbau
B;Stadtgärtnerei;Kommune;;0991 2960-611;;94469;Deggendorf;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Kulturstiftung Dessau-Woerlitz;Behörde;;0340 / 646150;sekretariat@gartenreich.de;06846;Dessau;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
